postcode,lat,long
IP21 4BH,52.347125,1.125702
RG7 8TA,51.362514,-1.161376
B8 3JZ,52.492816,-1.845838
KT12 2SP,51.389578,-0.415669
SS15 6TP,51.574753,0.400629
PH7 3RN,56.332118,-3.743741
SG6 3HD,51.976345,-0.232741
ML2 9PQ,55.789598,-3.881945
E7 9PD,51.541107,0.027199
SN10 4QB,51.294318,-1.989266
PO20 8HJ,50.770124,-0.882245
PO4 0QL,50.782094,-1.072122
FK5 4BD,56.027616,-3.825886
DE14 2BZ,52.804028,-1.65889
YO11 3JB,54.255119,-0.384948
PR9 7QP,53.653726,-2.965203
EH12 7JF,55.937629,-3.275281
B13 0PT,52.42456,-1.872929
CT18 8BU,51.112561,1.092205
EH45 8JX,55.652752,-3.195837
YO61 1RE,54.077633,-1.208203
M23 0DW,53.413666,-2.273472
W2 6NT,51.515214,-0.188025
IP1 2NH,52.060851,1.145453
SE20 7BQ,51.418917,-0.054756
BN2 3JF,50.833427,-0.130596
W2 2DD,51.517198,-0.167002
HP10 0DL,51.600395,-0.692632
SW1W 8TN,51.492958,-0.152892
CH44 5SG,53.411194,-3.050104
SN3 4BF,51.588,-1.749
CF15 8DW,51.513123,-3.250441
DD5 3HF,56.476139,-2.870079
IV36 3YY,57.653839,-3.600201
IP14 3AT,52.181002,0.94482
SO15 3JG,50.92042,-1.431572
LU7 4HP,51.909786,-0.640912
SY1 2DZ,52.715632,-2.753585
RG14 6NP,51.384894,-1.339819
WV11 2SE,52.631804,-2.05382
GL54 4AA,51.804527,-1.923435
CT13 9QB,51.284206,1.376914
IP28 7FH,52.348976,0.510398
BT47 2JF,54.983908,-7.304878
DL16 6PL,54.698706,-1.592233
TS23 1LG,54.599658,-1.274345
PO21 4BX,50.777173,-0.708754
M19 3EW,53.448595,-2.184649
CM16 4QD,51.699832,0.116543
RM13 7DE,51.535231,0.196871
WS2 9RA,52.574858,-2.001964
DN5 7PX,53.519091,-1.169107
RM11 2SQ,51.585681,0.225809
S60 5TD,53.390389,-1.368701
DL14 6UX,54.64731,-1.675515
G64 1TQ,55.901951,-4.214566
GU21 3JD,51.314912,-0.580274
HA4 6HE,51.567091,-0.42408
RH12 3EZ,51.091096,-0.448567
M5 4QN,53.489088,-2.274183
BA1 2JW,51.383807,-2.362728
BT28 2NX,54.552829,-6.149275
DH8 0LF,54.862925,-1.850378
SL3 0QE,51.481254,-0.514572
KT13 8QL,51.37342,-0.457548
OL14 6UH,53.677656,-2.085964
DH3 2DR,54.885,-1.57
DN21 1RX,53.400569,-0.760009
TD8 6QD,55.47359,-2.560936
PE32 2XE,52.705949,0.685769
HX2 0LB,53.725952,-1.903026
AB23 8AE,57.190782,-2.10025
PA1 2AF,55.844552,-4.424508
DD2 5QN,56.497242,-3.068148
ME13 3AX,51.31492,0.892581
PO16 7UB,50.863779,-1.185841
WS4 1DS,52.621337,-1.956425
CB3 9JJ,52.194335,0.11206
ME12 3SE,51.417624,0.812471
B64 7EG,52.468978,-2.075016
SA3 3HD,51.574956,-4.047327
DE56 0JA,53.012997,-1.462562
IV63 6AG,57.329417,-4.478103
NP13 2QA,51.723291,-3.12476
BB11 4QD,53.78625,-2.252472
B5 6TN,52.470491,-1.892611
W7 1DX,51.522568,-0.33203
BB7 9JG,53.810153,-2.423066
AB53 5US,57.546144,-2.342185
PR4 0TD,53.823343,-2.790128
LE3 6GB,52.636401,-1.170069
SA12 6UL,51.596336,-3.795644
S66 3RW,53.430817,-1.268826
B10 0BT,52.470012,-1.872136
DE21 6PQ,52.920272,-1.442932
BN25 1EE,50.771263,0.098829
TR7 1QJ,50.412654,-5.092938
BT40 2SQ,54.844245,-5.848196
PA1 2JJ,55.841013,-4.424878
OX18 1LD,51.769446,-1.592356
B13 0JS,52.424114,-1.868518
RG41 2YP,51.414483,-0.846573
NE32 5EY,54.96626,-1.483224
NP22 3QZ,51.775473,-3.249768
WC1H 9QL,51.52741,-0.125202
M34 3EW,53.458244,-2.106994
TQ2 6QF,50.459131,-3.544224
CR8 1AU,51.338112,-0.109936
BN16 3FD,50.811697,-0.512418
BB3 3AY,53.701999,-2.455183
SP5 3LG,50.987176,-1.748278
BS15 9SS,51.453121,-2.502184
N8 7NP,51.590878,-0.116707
TN17 4AN,51.080681,0.590847
TN30 6QX,51.070142,0.690629
NW3 2DD,51.545359,-0.156439
SK4 3AJ,53.411492,-2.211176
BN99 8AT,50.825228,-0.330658
B90 4HB,52.378254,-1.813448
TR18 3HT,50.129184,-5.545505
N22 7XF,51.599309,-0.128885
G78 2BW,55.787777,-4.393049
OL11 2JZ,53.603238,-2.147363
IP11 9SY,51.970714,1.37427
LE10 1UZ,52.54608,-1.366854
WS7 2EU,52.687072,-1.925042
NP18 3FJ,51.617424,-2.967303
BR1 3SY,51.414119,0.00685
NE34 0TE,54.968945,-1.444248
BS25 1BD,51.315333,-2.836948
WS4 1RP,52.619895,-1.947741
NP12 2PF,51.654946,-3.202734
W3 0LU,51.521338,-0.282483
NN11 3PL,52.150534,-1.211385
IG10 4QS,51.63494,0.044444
NW9 0QP,51.594973,-0.268821
NR3 2JE,52.645334,1.279094
AB42 1NW,57.51402,-1.786898
SS15 5FR,51.581744,0.441386
RM8 2RG,51.553877,0.122224
TQ3 1AQ,50.44988,-3.579406
SS17 7JT,51.529487,0.451609
BT7 3BZ,54.576143,-5.92674
WS15 3FB,52.817491,-1.879296
PE10 0ZH,52.76033,-0.380856
MK13 8AE,52.045355,-0.766509
LS6 3AU,53.81981,-1.577583
EX7 0FJ,50.587882,-3.470057
WC1X 8RB,51.528179,-0.119332
FY1 5PP,53.807,-3.04
SS1 3BE,51.530994,0.750184
L11 3AX,53.45205,-2.923789
WV6 7JG,52.602405,-2.311959
CT21 4JU,51.077955,1.024627
RG42 3TA,51.422126,-0.718392
NG3 1NB,52.961346,-1.142528
DY5 3PL,52.481254,-2.139515
TQ3 3QR,50.436736,-3.579052
TQ3 3DG,50.437661,-3.574506
BN1 8YF,50.867274,-0.151669
SW8 1BZ,51.477283,-0.118877
G74 5AZ,55.767437,-4.243631
WD24 7TQ,51.673697,-0.385398
WD25 8FB,51.665636,-0.354181
CW5 7HH,53.057,-2.483
PL12 4BU,50.407373,-4.214687
EH42 1QQ,56.000224,-2.540677
B14 6EY,52.420801,-1.889997
BH24 1QT,50.850728,-1.784868
BT48 7NL,55.003331,-7.322685
LE3 0SJ,52.631356,-1.160797
IP4 1NN,52.056435,1.168924
BT6 0EJ,54.571647,-5.900307
PO18 9HN,50.893943,-0.803014
GL10 2PS,51.754685,-2.283928
DT6 4NN,50.743662,-2.710761
SW16 1TR,51.429689,-0.138844
EH42 1XZ,55.992217,-2.527357
SE7 7BU,51.476424,0.036427
B75 6SY,52.577587,-1.82444
WN1 3UY,53.555259,-2.62039
BS4 2UJ,51.428889,-2.565408
WV98 1YE,52.364008,-2.236936
NR28 0JH,52.822294,1.364328
SE3 0XX,51.464208,-0.00044
M46 9NU,53.5359,-2.496792
TQ4 7JB,50.41422,-3.572153
OL11 2AY,53.597283,-2.145015
CT14 7UB,51.199743,1.390816
DG7 1DE,54.939279,-3.932961
SA72 6LA,51.693522,-4.947944
PE14 8JX,52.664479,0.294226
RG6 7DF,51.441251,-0.92492
CT19 4LU,51.091499,1.137277
N6 5LT,51.571602,-0.135535
WA9 4XE,53.414834,-2.707005
ME13 0SL,51.31243,0.822204
UB9 6LB,51.613218,-0.48404
LN7 6PT,53.46896,-0.429832
GL10 3QJ,51.725989,-2.263276
RH6 9TJ,51.151961,-0.131894
RH11 9SQ,51.084909,-0.189198
NR30 5UH,52.651362,1.714397
RM10 7PX,51.556262,0.152746
CH7 4HF,53.15,-3.116
M15 6AX,53.465705,-2.242536
BD10 9RE,53.835495,-1.730656
NN2 6DN,52.248768,-0.902348
BH16 5RL,50.741904,-2.030844
SA70 8SR,51.690534,-4.829833
TR12 6UX,50.049551,-5.090095
NR15 1BW,52.560307,1.403283
BH25 5WH,50.790169,-1.662017
YO61 4TF,54.126491,-1.145329
SW4 0LY,51.466516,-0.146402
AL7 1AX,51.804102,-0.190576
ST14 7NZ,52.902532,-1.881172
YO25 6RU,54.002274,-0.438238
YO30 5NS,53.987588,-1.114851
NN5 7NY,52.258663,-0.923451
HP6 6JF,51.674058,-0.59094
CF3 2GA,51.501189,-3.117943
HP11 1LD,51.612257,-0.710662
SK23 7QR,53.350061,-1.987658
WD6 1NW,51.660625,-0.274316
M23 2UU,53.379865,-2.290287
DE11 9PX,52.766338,-1.559002
BT12 4HD,54.598063,-5.942664
CT14 0AL,51.222588,1.375994
CM7 3JX,51.879537,0.559772
LS8 3QP,53.814001,-1.512775
SE21 8QD,51.427982,-0.082048
DD5 2SY,56.472709,-2.846268
S64 8XB,53.489679,-1.326142
SE11 4HU,51.488969,-0.105792
EX31 2EF,51.073848,-4.07693
NG1 7AE,52.951756,-1.150085
CT21 5LR,51.073344,1.091859
NG25 0TW,53.064917,-0.93274
LN9 6PR,53.205969,-0.103558
IP14 5HU,52.194195,1.054411
SL1 6DA,51.519993,-0.655544
CH43 2JT,53.382923,-3.051227
WV11 1RU,52.602098,-2.091913
NP22 5JG,51.754805,-3.276246
KT17 1BD,51.33567,-0.263418
SN6 7SJ,51.62537,-1.713419
HA5 1PW,51.578914,-0.390837
N8 9LL,51.578575,-0.11272
RM16 6PT,51.488873,0.311266
SY11 2JU,52.859794,-3.048161
SW6 7AU,51.477927,-0.207056
LL29 9LF,53.290473,-3.684689
IP14 1FA,52.188777,0.996021
SW10 0RT,51.480974,-0.186486
G21 2QE,55.871,-4.227
NR3 1AU,52.630654,1.296042
NG31 9DG,52.912513,-0.631628
OX13 5JH,51.712379,-1.360046
SO19 2DW,50.902985,-1.372083
NG34 8LQ,53.02797,-0.422498
BR8 7TH,51.406897,0.158692
PE13 2LR,52.65846,0.163475
BS48 4SU,51.429371,-2.777739
TW15 3QZ,51.429718,-0.472455
EN8 8BS,51.68382,-0.035871
L37 4BH,53.554766,-3.057128
W1A 2LQ,51.524565,-0.112042
NP12 0SB,51.714571,-3.211321
LS26 0TU,53.747577,-1.481824
WA4 2RX,53.371551,-2.567772
L13 9AQ,53.430946,-2.930466
NN8 5BQ,52.30747,-0.699687
N1P 1EQ,51.539,-0.103
LA8 8DE,54.292963,-2.835813
DA13 9HA,51.409447,0.341555
GL51 7NA,51.906287,-2.109393
EN11 8EZ,51.759414,-0.012012
BS6 7BH,51.473711,-2.605284
BH16 5QX,50.740493,-2.027569
HU7 4BP,53.782154,-0.332696
DY5 4AX,52.5,-2.133
SA4 3QL,51.651305,-4.052877
NP16 5TH,51.624118,-2.665514
HP4 3DF,51.759707,-0.568034
SP10 2DP,51.199114,-1.468969
BH5 2EN,50.722265,-1.820233
IP22 2PN,52.346753,0.920351
PR26 7XL,53.690398,-2.726835
DL8 1QH,54.326687,-1.712853
SO50 6EU,50.976695,-1.331278
SK4 4PX,53.42487,-2.187692
SN5 4EL,51.591772,-1.866253
PL20 6LQ,50.537186,-4.070731
WR11 3JD,52.096174,-1.929317
KA18 3PA,55.517495,-4.080034
DE55 2JH,53.111081,-1.333358
E5 0AT,51.557571,-0.041459
TN18 4NX,51.039913,0.50363
TW9 1RW,51.46,-0.304
FK5 3EW,56.017612,-3.825976
NR12 8HB,52.768125,1.39366
G51 3LA,55.863113,-4.313072
ME9 7JN,51.351305,0.669027
RH11 8UR,51.100433,-0.217285
SY24 5AT,52.441005,-4.028784
IP19 9DY,52.327242,1.553166
CH46 6DG,53.396894,-3.124061
TA6 6BX,51.122395,-2.998833
CH43 7XU,53.402288,-3.079079
CO14 8HH,51.856748,1.280028
PO10 7GJ,50.863644,-0.935312
BT14 7DR,54.615781,-5.952189
CW1 4EA,53.102687,-2.439373
EN1 3SU,51.652673,-0.063109
WA3 2XD,53.47,-2.582
WN7 4HE,53.49141,-2.519362
CH3 6ED,53.147843,-2.86146
GU35 9LP,51.1375,-0.861506
HX2 9QJ,53.760286,-1.883107
E5 9BN,51.572979,-0.062371
W4 2BQ,51.491064,-0.257131
BT62 4DX,54.421466,-6.462698
SY2 6AS,52.706,-2.736
NR19 2ET,52.686232,0.945227
WR3 7UA,52.228206,-2.197824
W1T 2DA,51.518496,-0.133496
CR7 7LE,51.395551,-0.112845
DE13 9PB,52.815133,-1.730204
PO21 5QW,50.791078,-0.702454
NN2 7SG,52.265267,-0.887096
SO22 5EE,51.065176,-1.327636
WF2 8SJ,53.676066,-1.520816
BT27 4HE,54.523572,-6.036697
W1B 3AT,51.516738,-0.142302
EH48 3HD,55.895906,-3.705949
CV32 7QZ,52.297347,-1.519037
SG1 2PN,51.917177,-0.218343
PR9 8NJ,53.664794,-2.96594
SK14 6JG,53.456791,-2.011798
BT23 5GT,54.548275,-5.752121
NG9 7AX,52.926441,-1.27793
LS21 2SE,53.910157,-1.700264
E12 5JR,51.554872,0.059374
SY3 5AS,52.713709,-2.809433
WA4 2EX,53.379987,-2.529475
SN8 1BY,51.423787,-1.727581
WD4 8NX,51.719388,-0.424712
BS22 9ZD,51.343881,-2.957023
EX6 6JG,50.721081,-3.756006
PO14 9FS,50.843144,-1.18739
LL21 0SD,53.009814,-3.627825
DG9 7RY,54.903209,-5.024336
CH44 0EN,53.424011,-3.033835
SS17 7HF,51.520002,0.444598
EX20 2SX,50.794001,-3.94306
TR7 3ND,50.424174,-5.054305
NW8 7HL,51.529146,-0.170213
CA7 4LA,54.832703,-3.413719
TR8 4LT,50.417467,-4.941889
SL60 1HJ,51.518556,-0.714794
B93 8RQ,52.369485,-1.761492
LL53 5ND,52.880647,-4.423313
WS14 9YT,52.679832,-1.809565
BL3 4HR,53.564846,-2.457513
EH12 5RS,55.939873,-3.250091
B96 6EQ,52.261541,-1.940382
SO16 6US,50.926796,-1.435165
L13 2EW,53.412,-2.926
DY6 9EU,52.50415,-2.174223
CH7 2BG,53.164174,-3.077089
TW11 9AS,51.425542,-0.330438
KA26 0AJ,55.233855,-4.85781
SE23 3BL,51.445112,-0.057399
WF3 3AL,53.74236,-1.509024
NE25 8TJ,55.039693,-1.465912
CB1 2LG,52.202976,0.138938
CF11 6JR,51.467224,-3.194839
LA7 7JF,54.213445,-2.806221
IG6 2JW,51.594327,0.084592
LL11 2RB,53.059172,-2.995145
LA11 6DL,54.194619,-2.917499
WF14 8DQ,53.675018,-1.69096
BT40 1UJ,54.851364,-5.819195
W1U 3EA,51.516328,-0.152249
PL3 6TR,50.394611,-4.113179
CO10 8PR,52.078491,0.586028
FY4 5GS,53.784,-3.018
TF1 6WF,52.709118,-2.510242
TN34 1UR,50.857184,0.57298
CT20 3JR,51.086138,1.14127
CR8 5BF,51.317366,-0.08833
G75 8LS,55.761648,-4.201088
NN9 5TR,52.32541,-0.616078
KA1 5LQ,55.597128,-4.471872
RH13 8RS,50.98681,-0.269644
BD10 8PQ,53.841678,-1.730221
EH42 1JA,56.003457,-2.513687
LL16 4SR,53.117107,-3.443661
TA23 0PR,51.160066,-3.364429
DD9 6RW,56.721282,-2.761601
FY4 5HZ,53.781562,-3.009688
B33 9QB,52.483256,-1.79102
PH33 7LB,56.84508,-5.133495
DG4 6DS,55.367243,-3.92119
SG7 5BF,52.00829,-0.202779
ML4 2AU,55.810086,-4.036553
S12 4XW,53.349095,-1.403696
MK18 5BG,52.06953,-0.961487
PO17 5AZ,50.908012,-1.174104
GU46 6XY,51.333448,-0.836693
BT78 3HH,54.499447,-7.450572
BB8 9LR,53.861956,-2.16439
NN9 6GX,52.333627,-0.58136
BA4 5YD,51.192022,-2.55293
NP20 7RA,51.613506,-3.021148
BD20 6RD,53.900961,-1.960272
NR4 7EW,52.609886,1.235076
G12 9UY,55.881192,-4.304041
SG1 1QQ,51.905988,-0.183388
AB10 6PR,57.134773,-2.120469
IP13 9HZ,52.233613,1.362255
CM14 4LU,51.618212,0.300238
NN10 9SN,52.292342,-0.601596
B75 7PA,52.56636,-1.797191
WF3 3JZ,53.719074,-1.513857
CV34 5TT,52.292135,-1.57862
FY6 7NY,53.8551,-3.006989
G40 4AB,55.848001,-4.225279
BD12 9EW,53.739462,-1.762289
PE19 8HG,52.21731,-0.286987
NE9 6AE,54.93076,-1.601844
OX29 7AU,51.781071,-1.51683
S5 9BD,53.437039,-1.478379
B14 7QX,52.433311,-1.895378
LS27 7UW,53.758087,-1.605928
CH48 6AB,53.378008,-3.164391
EH21 6JB,55.947631,-3.053685
CO5 1AA,51.816994,0.745399
ME15 9YH,51.238375,0.564984
SN15 5QG,51.559801,-1.982844
GL55 6HQ,52.051,-1.779654
LL15 2NL,53.056296,-3.378854
RH10 0RD,51.116853,-0.18815
YO12 4HX,54.242003,-0.442855
CF63 2LQ,51.416546,-3.247358
TS9 5EP,54.472931,-1.189249
BN16 4EL,50.830846,-0.480241
CH6 5YA,53.249,-3.151
FK6 5DD,56.018139,-3.917372
OL4 2NA,53.56304,-2.072037
NN3 6BT,52.266205,-0.868492
DL15 0QJ,54.70912,-1.688773
CO7 0LG,51.809594,1.019952
DE56 0QW,53.001335,-1.481869
PE32 1NQ,52.714663,0.501247
WS12 4HD,52.717731,-2.009151
LE12 8SQ,52.748363,-1.174136
B75 7SG,52.56192,-1.802699
SN25 2GT,51.603874,-1.813574
CH62 2EJ,53.334186,-2.984687
DG1 2BY,55.068727,-3.608516
RM3 0DS,51.59532,0.230612
CA6 4NJ,54.944765,-2.787526
TR20 8LW,50.172156,-5.528236
LS21 3AJ,53.905116,-1.693694
AL3 7PU,51.814503,-0.41928
M27 8SH,53.518651,-2.317342
TQ2 7DY,50.47704,-3.55349
SE1 7LQ,51.495543,-0.116426
MK6 3AN,52.012787,-0.715735
TW10 7EH,51.441006,-0.30701
EN5 2FT,51.645027,-0.198799
DN14 0RN,53.720874,-1.188883
ME20 6FF,51.313028,0.455749
SG7 6HZ,51.981785,-0.192482
MK9 1FL,52.038782,-0.771393
NP12 2FJ,51.648935,-3.197068
N1 3DN,51.537143,-0.090311
HU10 7NB,53.746584,-0.455667
DY2 9EW,52.488873,-2.075845
SO17 2LN,50.926243,-1.38284
NN6 9QQ,52.340659,-0.825405
SN14 6XN,51.474008,-2.136026
DD11 4AP,56.5722,-2.583985
GU31 4BP,51.008549,-0.923477
AB12 5UQ,57.118297,-2.12134
PO5 2EU,50.782006,-1.085926
LN3 4AT,53.236,-0.459
CH65 5FB,53.276978,-2.88655
BR6 7PH,51.357199,0.136734
LS16 6NW,53.84584,-1.610076
FY8 4DP,53.744979,-2.993496
PE30 3TY,52.772316,0.44707
LE5 9JN,52.61293,-1.194904
S63 7JY,53.503626,-1.316182
SG16 6LN,52.013515,-0.299736
BD20 9JT,53.914991,-1.938473
BN17 5JF,50.804972,-0.538859
RG17 0BL,51.410393,-1.516533
WF12 8NL,53.683997,-1.602759
HA8 9PP,51.616027,-0.264163
PO7 5RT,50.867476,-1.047734
AL5 4AD,51.822248,-0.360431
EX1 3YP,50.733,-3.474
FK4 1DR,56.002377,-3.896612
HD8 8PR,53.579254,-1.663702
ML11 8LQ,55.708197,-3.605333
SS6 7LR,51.572854,0.631692
OX3 7JX,51.75084,-1.22232
HR1 3HD,52.126112,-2.694004
BL3 2RS,53.57,-2.415
FK5 4QU,56.027374,-3.834332
NR33 0RG,52.465897,1.739836
DN14 0XJ,53.702819,-1.148997
W13 8AL,51.52125,-0.319891
LN6 9ZZ,53.182,-0.604
YO10 4DP,53.946888,-1.077516
PL8 1EE,50.31057,-4.040038
G82 1LG,55.942847,-4.571025
SA14 9UF,51.686512,-4.101793
CM11 1EP,51.641171,0.43618
LE12 5HU,52.793177,-1.260073
WN8 6DH,53.547065,-2.75136
HG3 5DR,54.082774,-1.730144
SO45 2JP,50.825014,-1.38443
NG11 8RT,52.901847,-1.191634
RG42 5TG,51.437175,-0.790842
OX2 8LZ,51.789207,-1.264474
B8 3RY,52.486001,-1.826144
N21 3WL,51.633,-0.1
CT6 8NP,51.364434,1.113103
EH6 5DW,55.967621,-3.179851
RG22 4JU,51.240297,-1.124764
LL22 7RU,53.294164,-3.574625
IP2 0NQ,52.050533,1.125924
TF7 5PB,52.640666,-2.465214
N5 2BN,51.551181,-0.096284
W9 1LU,51.527487,-0.18967
BD7 1AF,53.790599,-1.759662
UB4 9RQ,51.52826,-0.386999
SP1 2RQ,51.067444,-1.781667
WR14 1RG,52.125716,-2.32987
NP12 2NW,51.651922,-3.195108
TS12 1DW,54.584018,-0.975916
SY25 6TP,52.218955,-4.027327
YO12 5DP,54.279152,-0.432515
TA1 2NY,51.01566,-3.073378
PR4 6UL,53.678249,-2.829359
G32 7TD,55.84549,-4.166754
SN10 1RJ,51.341768,-2.043436
BD19 4BJ,53.743007,-1.703182
BB2 6SS,53.745819,-2.503891
AB12 4QX,57.047082,-2.126662
SN15 4DF,51.523322,-2.02359
G41 5DF,55.849901,-4.304816
S60 5TP,53.39337,-1.362927
GL2 0LZ,51.874557,-2.214452
CO6 3BP,51.910518,0.844864
BN50 9DN,50.826332,-0.140818
PR4 2PA,53.779467,-2.900343
MK45 3DJ,52.082077,-0.43696
PE11 1UL,52.786479,-0.146187
TS8 9NR,54.5354,-1.215321
IG1 3EH,51.565508,0.059999
RG45 7HZ,51.362433,-0.79508
IV12 4BQ,57.5856,-3.870736
AL3 5AJ,51.765534,-0.333358
NE32 3HE,54.976666,-1.468811
PE12 9HX,52.782932,0.117907
MK43 0NE,52.061168,-0.549194
OX29 8LB,51.828191,-1.367824
SN25 2BY,51.601312,-1.825567
M40 3RR,53.52168,-2.16002
CF72 9NU,51.541241,-3.438817
SA1 2PU,51.640055,-3.943007
BB12 8UE,53.798088,-2.329849
HD8 0LQ,53.625594,-1.721908
MK43 0QE,52.068346,-0.557526
G31 3QD,55.860283,-4.202845
CM9 9SU,51.728842,0.680297
TN32 5JJ,50.963308,0.483288
NE25 0BL,55.06983,-1.521651
IV3 5RN,57.475289,-4.245
NP44 8RU,51.648965,-3.002866
NP19 9TH,51.594904,-2.938023
SR8 1JS,54.750537,-1.346738
KA3 2NU,55.640236,-4.548262
SO19 2QF,50.906449,-1.359151
M20 6SX,53.417634,-2.228916
NN7 4LY,52.231215,-1.057931
LS24 9ED,53.848084,-1.170207
SK7 2NX,53.370918,-2.158192
W2 4LG,51.511431,-0.191676
WC1X 8BE,51.530339,-0.120584
SW16 4SS,51.406608,-0.126064
S6 6GU,53.396287,-1.571499
CV8 3DB,52.35286,-1.51864
TN15 9HT,51.299025,0.283813
HD2 2XA,53.660258,-1.795919
CM19 5JR,51.751157,0.02116
NR34 8EG,52.387485,1.560446
CA12 4PW,54.620651,-3.14328
TQ13 8ES,50.667855,-3.873895
CT6 7EG,51.360626,1.144524
BS21 7FS,51.426911,-2.865336
PE21 9LJ,52.991596,-0.031312
PO9 5YW,50.851065,-0.97802
N7 8AR,51.544121,-0.110844
BS7 8NT,51.477,-2.591
DD1 3YN,56.461653,-2.991362
PL14 4FQ,50.400843,-4.485611
DT11 0RE,50.896378,-2.276155
SE1P 5GP,51.492761,-0.080152
CV3 5EF,52.386298,-1.501968
IP9 2JF,52.004924,1.033849
SG6 2DS,51.974,-0.214
BT62 3LA,54.412445,-6.45259
LE15 9QE,52.588046,-0.725069
NW3 5EY,51.545716,-0.177538
NR1 1TU,52.624406,1.321022
SG1 1SN,51.898914,-0.192321
W11 3NB,51.510372,-0.201229
PA28 6FN,55.428359,-5.584567
SS17 7QD,51.524511,0.458175
BD21 2BT,53.867816,-1.912401
G40 2PE,55.855072,-4.222603
CH7 5EZ,53.171733,-3.210114
CH34 9UE,53.277396,-2.903251
NN8 5AG,52.307728,-0.711721
DL8 2BA,54.283153,-1.593887
CT17 0SH,51.133823,1.301056
PO36 0JR,50.646735,-1.199822
B13 0RT,52.426941,-1.88101
RH15 8HU,50.967551,-0.121442
GU29 9HH,50.98331,-0.745242
SK10 2SH,53.278633,-2.118063
S73 8SL,53.532359,-1.418944
BA2 7RH,51.292,-2.31
IV11 8WY,57.681959,-4.037527
SS11 7LZ,51.626285,0.517252
BT13 2BW,54.60306,-5.937288
GL50 3LH,51.902004,-2.079166
SA16 0HN,51.68305,-4.261301
LA6 1NZ,54.19944,-2.717086
OX7 6DH,51.852082,-1.599872
BB1 5QB,53.759879,-2.453806
M8 4PX,53.520485,-2.24036
NN17 1RG,52.487282,-0.696246
SP10 1HN,51.210767,-1.474876
YO43 3JX,53.865329,-0.659778
WV15 6QD,52.522364,-2.402931
RM14 2TG,51.524906,0.253147
NE11 9AP,54.954428,-1.641787
SN14 0JH,51.459664,-2.137912
FY5 3NH,53.876276,-3.038695
N3 1ET,51.607474,-0.195516
PA18 6DX,55.892679,-4.887686
DY8 1XW,52.458034,-2.152981
M40 8GR,53.499575,-2.208433
W5 2DD,51.517781,-0.309368
BS23 4YD,51.322706,-2.985944
BS27 3LL,51.283892,-2.782992
CW4 7HU,53.19629,-2.361521
WR2 4NW,52.177475,-2.235474
PL20 6DQ,50.490929,-4.083821
PR7 3PP,53.638981,-2.645092
DN7 6HY,53.577,-1.005
G46 6DE,55.810482,-4.282623
PE28 3XJ,52.356697,0.007429
PO6 4DU,50.85269,-1.101124
TN30 6QL,51.072421,0.688934
KA1 4QY,55.583,-4.497
S71 3SP,53.577285,-1.465675
DL4 2LX,54.632348,-1.628712
SK12 1QB,53.344547,-2.108932
CR0 2SN,51.385028,-0.106653
IV3 5PZ,57.478428,-4.234216
SY1 4TB,52.73064,-2.712261
BH22 9PZ,50.813573,-1.900832
EH19 3AB,55.875718,-3.104289
DL12 9EX,54.578075,-2.030181
DH8 5AY,54.853396,-1.834121
HR4 8EN,52.162246,-2.801697
LL13 9AE,53.034796,-2.941851
PH22 1NY,57.205461,-3.823613
IV30 6LG,57.633185,-3.296325
NW1 5ES,51.518954,-0.167119
FY8 4DB,53.744741,-2.99625
B23 6HB,52.526141,-1.8529
HP3 9NS,51.742398,-0.457878
CT9 2LZ,51.381398,1.398673
M44 5LY,53.459,-2.434
HU6 9QA,53.781954,-0.377099
M41 7BE,53.455228,-2.361791
LL18 4DQ,53.320077,-3.46343
BT74 8ED,54.394558,-7.786325
YO17 9JQ,54.132225,-0.781944
DY10 3QJ,52.392254,-2.220835
SW11 5BT,51.470502,-0.159631
TW4 7PL,51.472892,-0.398472
WF4 2DZ,53.614,-1.436
LS2 7LY,53.798994,-1.53838
RG24 7HX,51.277778,-1.045615
W1K 7DW,51.511618,-0.156476
W1D 2HZ,51.515727,-0.136376
DN1 2AP,53.516889,-1.125036
NW4 9JN,51.587946,-0.221916
RG14 2AQ,51.406971,-1.315161
SE1 8YW,51.505483,-0.114849
CW12 3DR,53.160648,-2.197378
IP24 3BB,52.409498,0.742858
GU10 2AP,51.193329,-0.742307
CR2 0HA,51.339135,-0.084323
DE72 3AA,52.900065,-1.310802
PE12 7RQ,52.807199,0.029842
N4 3FE,51.563309,-0.109968
LD3 9TF,51.981643,-3.364998
M31 4FT,53.41385,-2.430419
LE13 1BY,52.766395,-0.86771
M3 2EG,53.483331,-2.246856
LU7 0TD,51.899428,-0.71945
OX18 3JH,51.758279,-1.597557
SG19 3EF,52.186869,-0.138553
N16 7NY,51.5601,-0.073739
CA4 0PT,54.809032,-2.918986
IP1 5ND,52.078714,1.117326
E4 7BJ,51.631161,0.003483
MK46 5AT,52.149046,-0.760985
SL1 3NY,51.517961,-0.599437
HP2 7AL,51.759706,-0.446203
DY10 1SY,52.385482,-2.236037
TQ1 4RS,50.486712,-3.530125
WF13 3PE,53.692578,-1.657454
BT44 8SQ,54.970746,-6.477853
TW7 6PP,51.47032,-0.32948
NR19 2UG,52.676658,0.927657
ST3 1NJ,52.988395,-2.128544
CV35 9JF,52.188419,-1.603576
BT20 3PW,54.656141,-5.678288
L26 9TS,53.361033,-2.827693
YO43 4SX,53.815546,-0.617363
